SpeciesName,HerbariumCode,Source,Collector,RecordNumber,CollectionDay,CollectionMonth,CollectionYear,Country,Admin1,Admin2,Admin3,Locality,Longitude,Latitude,CoordUncertainty,LocationNotes,EcologyNotes,AnalysisNotes,Remove,CountyLevelOnly
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",237157,1,6,2001,United States,NEW JERSEY,Essex,,,-74.25,40.85,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Moore, Gerry",349267,1,7,2006,United States,NEW JERSEY,Camden,,,-74.9,39.78333333,NA,,,,NA,0
Rhamnus frangula,CHRB,From Currator,Jas. L. Edwards,41088,29,7,1945,United States,NEW JERSEY,Bergen,,,-74.030642,40.839444,2000,Thicket on island near Hackensack R. East of Moonachie,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Shull, G. H.",39051,NA,0,1905,United States,NEW YORK,Suffolk,Huntington,Cold Spring Harbor,-73.45,40.86666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",9701,1,10,1994,United States,NEW YORK,Nassau,Oyster Bay,"Massapequa Preserve, N section",-73.45,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",9229,1,8,1994,United States,NEW YORK,Nassau,Hempstead,"Peninsula Blvd & Southern State Parkway, NW corner",-73.63333333,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",40061,1,5,1995,United States,NEW YORK,Suffolk,Islip,"Sampawams Creek, N of Guggenheim Lake",-73.3,40.73333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Bennett, M. G.",380781,1,9,2008,United States,NEW YORK,Nassau,Oyster Bay,"Massapequa Preserve, N section",-73.45,40.68333333,NA,,,,NA,0
Rhamnus frangula,CHRB,From Currator,J. Monachino,17126,24,8,1936,United States,NEW YORK,Queens,,,-73.809063,40.71998,2000,"Peat bog near Parsons Blvd and Union Turnpike, Queens, Long Island, N.Y.",,,NA,0
Rhamnus frangula,CM,From Curator,"Terrell, E.E.",365934,19,7,1953,United States,NEW YORK,Tompkins,,,-76.509299,42.481068,2000,"between McKinneys and Esty Point, E shore of Cayuga Lake","open bank, among loose shale",,NA,0
Rhamnus frangula,CM,From Curator,"Sawada, M.",328676,28,7,1975,United States,NEW YORK,Chautauqua,,,-79.465372,42.211471,500,"North Lake Drive, Chautauqua, Buffalo City",,,NA,0
Rhamnus frangula,CM,From Curator,"Burroughs, M.",487269,10,9,1998,United States,NEW YORK,Chautauqua,,,-79.38055556,42.44611111,NA,8 km W of Dunkirk,field,,NA,0
Rhamnus frangula L.,NY,http://sciweb.nybg.org/science2/vii2.asp 'Basic search'=frangula,W. R. Buck,666422,30,6,2002,United States,NEW YORK,Putnam,,"Town of Southeast, Doansburg Preserve, ENE of Mill Farm Lane and WSW of Gage Road, 0.2 mi SE of Doansburg Road",-73.552,41.449,NA,,Wetland,,NA,0
Rhamnus frangula L.,NY,http://sciweb.nybg.org/science2/vii2.asp 'Basic search'=frangula,D. E. Atha,1116438,9,7,2009,United States,NEW YORK,Putnam,,"ca 7 km W of New York/Connecticut border and ca 10 km N of Putnam/Westchester border, Ice Pond Conservation Area, E of Ice Pond Rd, W of Co. Rd 62 (Farm to Market Rd), N of Rte 312 and S of Rte 164",-73.603,41.456,NA,,Powerline right-of-way,,NA,0
Rhamnus frangula L.,NY,http://sciweb.nybg.org/science2/vii2.asp 'Basic search'=frangula,D. E. Atha,1116469,7,8,2009,United States,NEW YORK,Putnam,,"ca 7 km W of New York/Connecticut border and ca 10 km N of Putnam/Westchester border, Ice Pond Conservation Area, E of Ice Pond Rd, W of Co. Rd 62 (Farm to Market Rd), N of Rte 312 and S of Rte 164",-73.613,41.458,NA,,Dwarf red maple swamp,,NA,0
Rhamnus frangula L.,NY,http://sciweb.nybg.org/science2/vii2.asp 'Basic search'=frangula,D. E. Atha,1088595,24,6,2009,United States,NEW YORK,Putnam,,"ca 7 km W of New York/Connecticut border and ca 10 km N of Putnam/Westchester border, Ice Pond Conservation Area, E of Ice Pond Rd, W of Co. Rd 62 (Farm to Market Rd), N of Rte 312 and S of Rte 164",-73.615,41.451,NA,,Edge of red maple swamp forest,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Bisky, J. A.",39049,NA,0,1885,United States,NEW YORK,Queens,,,-73.81666667,40.75,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Eccles, R. G.",39050,NA,0,1885,United States,NEW YORK,Kings,,Canarsie,-73.9,40.63333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Bisky, J. A.",39048,NA,0,1886,United States,NEW YORK,Queens,,,-73.8,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Koziol, F.",39046,NA,0,1977,United States,NEW YORK,Queens,,,-73.73333333,40.76666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",42403,1,7,1996,United States,NEW YORK,Kings,,"Brooklyn Navy Yard, central section",-73.96666667,40.68333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",177353,1,5,1999,United States,NEW YORK,Suffolk,,,-73.06666667,40.83333333,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",177531,1,7,1999,United States,NEW YORK,Nassau,,,-73.58333333,40.71666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",198846,1,7,2000,United States,NEW YORK,Orange,,,-74.2,41.4,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glenn, Steven D.",244975,1,7,2002,United States,NEW YORK,Suffolk,,,-73.08333333,40.8,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Goldman, Douglas",113962,1,8,2002,United States,NEW YORK,Oswego,,,-76.53333333,43.36666667,NA,,,,NA,0
Frangula alnus,BKL,http://www.bbg.org/the-herbarium/ailanthus/search.php 'Scientific name contains'=frangula,"Glaeser, C. W.",283507,1,5,2003,United States,NEW YORK,Queens,,,-73.83333333,40.7,NA,,,,NA,0
Frangula alnus Mill.,W,GBIF Data portal search='Rhamnus frangula',"Atha,D. 7595",221706,24,6,2009,United States,NEW YORK,Putnam,,"United States of America. New York. Putnam Co. ca 7 km W of New York/Connecticut border and ca 10 km N of Putnam/Westchester border, Ice Pond Conservation Area, E of Ice Pond Rd, W of Co. Rd 62 (Farm to Market Rd), N of Rte 312 and S of Rte 164. 41.451479N, 73.615414W (ð10m), ca 134m",-73.61528,41.45139,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Roland, AE",ECS018405,21,6,1940,Canada,NOVA SCOTIA,Colchester,,Truro,-63.27865,45.36468,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Blaney, CS",ECS018161,16,7,2001,Canada,NOVA SCOTIA,Queens,,Kempt,-65.10472,44.425,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Blaney, CS; Archibald, DR; Popma, TM",ECS020413,7,9,2003,Canada,NOVA SCOTIA,Pictou,,"East Branch River John, N of bridge at E Branch River John hamlet",-63,45,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Blaney, CS; Boates, JS",ECS024849,25,8,2004,Canada,NOVA SCOTIA,Shelburne,,Clyde River,-65.48194,43.6275,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Newell, RE",ECS024667,10,8,2007,Canada,NOVA SCOTIA,Kings,,Grand Pre,-64.30565,45.10371,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Blaney, CS; Smith, T.",ECS025024,5,9,2007,Canada,NOVA SCOTIA,Queens,,Ponhook Lake,-64.879654,44.313328,NA,,,,NA,0
Frangula alnus P. Mill.,ACAD,GBIF Data portal search='Rhamnus frangula',"Newell, RE",ECS024593,16,8,2008,Canada,NOVA SCOTIA,Halifax,,Dartmouth,-63.57777,44.67198,NA,,,,NA,0
Rhamnus frangula,CM,From Curator,"Thompson, S.A.; Macdonald, M.",481195,15,6,1987,United States,OHIO,Ashtabula,,,-80.92575556,41.86396389,1000,1.5 mi E of Geneva-on-the-Lake along OH 531,sand beach along Lake Erie,,NA,0
Rhamnus frangula,CM,From Curator,"Thompson, S.A.; Macdonald, M.",481196,14,6,1987,United States,OHIO,Ashtabula,,,-80.97528889,41.85186389,2000,Geneva State Park,,,NA,0
Rhamnus frangula,CM,From Curator,"Thompson, S.A.; Macdonald, M.",484031,14,6,1987,United States,OHIO,Ashtabula,,,-80.976475,41.851425,2000,Geneva State Park,,,NA,0
Rhamnus frangula,KANU,GBIF Data portal search='Rhamnus frangula',Suneeti Jog,345624,29,5,2000,United States,OHIO,Cuyahoga,,Highland Heights,-81.4729,41.5446,NA,,,,NA,0
Rhamnus frangula,MU,From Currator,Lonsing,,30,5,1939,United States,OHIO,Montgomery,,,-84.191072,39.758739,NA,Dayton UD park,,,NA,0
Rhamnus frangula,MU,From Currator,"Grover, F.O.",,16,8,1953,United States,OHIO,Lorain,,,-82.217029,41.294307,NA,"In center of large circle of trees and shrubs, South by East of Johnson Hous barn. Oberlin, Ohio.",,,NA,0
Rhamnus frangula,MU,From Currator,"Miller, H.A.",,8,7,1962,United States,OHIO,Butler,,,-84.728011,39.507847,NA,Miami University Campus,,,,
,,,,,,,,,,,,,,,,,,,,
Oxford," Ohio""",,,NA,0,,,,,,,,,,,,,,,
Rhamnus frangula,MU,From Currator,Olah,,10,10,1962,United States,OHIO,Bulter,,,-84.739734,39.510277,NA,Next to the Dairy queen in the center of oxford.,,,NA,0
Rhamnus frangula,MU,From Currator,"Jones, G.T.",,13,7,1967,United States,OHIO,Lorain,,,-82.229106,41.292636,NA,"a weed shrub in old fallow field 322 west College St., Oberlin.",,,NA,0
Rhamnus frangula,MU,From Currator,"Jones, G.T.",,31,5,1970,United States,OHIO,Medina,,,-81.870972,41.13558,NA,"roadside at edge of woods near Camp Crag, east Hinckley Twp.",,,NA,0
Rhamnus frangula,MU,From Currator,"Cusick, A.W.",,21,7,1974,United States,OHIO,Cuyahoga,,,-81.624961,41.520369,NA,"weedy bank of Cuyahoga River; Old River Rd. at Superior Ave., Cleveland, Cuyahoga County, Ohio.",,,NA,0
Rhamnus frangula,MU,From Currator,"Werth, C.R.",,22,6,1980,United States,OHIO,Butler,,,-84.346826,39.42504,NA,"W side of I-75, rest area.",,,,
,,,,,,,,,,,,,,,,,,,,
wet soil along creek, several in fruit, flower white,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"alien plant apparently naturalized here.""",,,NA,0,,,,,,,,,,,,,,,,
Rhamnus frangula,MU,From Currator,"Sauleda, R.P.",,22,8,1981,United States,OHIO,Portage,,,-81.345814,41.239478,NA,"Portage County: Along I-80, 3 mi. W of OH 14, ca. 5 mi. W of Streetsboro; ca. 15 mi. SE of Cleveland.",,,NA,0
Rhamnus frangula,MU,From Currator,"Berlincourt, M.A.",,10,10,1981,United States,OHIO,Geauga,,,-81.386923,41.435996,NA,"Edge of woods next to North Deepwood Drive, Chagrin Falls, Geauga County, Ohio.",,,NA,0
Rhamnus frangula,MU,From Currator,"Werth, C.R.",,17,7,1981,United States,OHIO,Butler,,,-84.356704,39.526713,NA,"Butler County, Ohio",,,,
,,,,,,,,,,,,,,,,,,,,
Lemon Twp., Sec. N 17 SE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Miami University Middletown Campus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
open soil near stream,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"possibly spontaneous.""",,,NA,0,,,,,,,,,,,,,,,,
Rhamnus frangula,MU,From Currator,"Stewart, D.",,6,7,1985,United States,OHIO,Portage,,,-81.254609,41.187095,NA,USA. OHIO. Portage County: Gott Fen State Nature Preserve.,,,NA,0
Rhamnus frangula,MU,From Currator,"Stewart, D.",,6,9,1985,United States,OHIO,Portage,,,-81.254609,41.187095,NA,USA. OHIO. Portage County: Gott Fen State Nature Preserve.,,,NA,0
Rhamnus frangula,MU,From Currator,"Stewart, D.",,17,5,1986,United States,OHIO,Portage,,,-81.188884,41.178632,NA,USA. Ohio. Portage County: Gott Fen State Nature Preserve.,,,NA,0
Rhamnus frangula,MU,From Currator,"Cusick, A.W.",,22,6,1987,United States,OHIO,Henry,,,-84.018287,41.370315,NA,"Scattered; wet field; Maumee State Forest; W., Co. Rt. 2 & 0.25-0.4 mi. N., Co. Rt. U, SE 1/4, Sect. 23, Washington Twp., Henry County, Ohio; Colton Quad.",,,NA,0
Rhamnus frangula,MU,From Currator,"Vincent, M.A.",,17,10,1988,United States,OHIO,Bulter,,,-84.756506,39.505421,NA,"OHIO: Bulter County, Oxford",,,,
,,,,,,,,,,,,,,,,,,,,
Thornless, coumnar variety.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Escaping from cultivation (via birds),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"in neighborhood around 609 French Dr.""",,,NA,0,,,,,,,,,,,,,,,,
Rhamnus frangula,MU,From Currator,"Ray, M.A.",,8,8,1989,United States,OHIO,Summit,,,-81.439819,41.30922,NA,"Ohio: Summit County, Twinsburg 1/4 mile west of Chamberlin Road, 3/8 mile north of Highland road. wet old field.",,,NA,0
Rhamnus frangula,MU,From Currator,"Sulgrove, S.",,19,8,1989,United States,OHIO,Montgomery,,,-84.229182,39.654364,NA,"OHIO: Montgomery County, South Dayton Quadrangle; Cox Arboretum, west side SR 741, 1 mile N of Dayton Mall. Dayton-Montgomery County Park District.",,,NA,0
Rhamnus frangula,MU,From Currator,"Hook, R.",,31,5,1990,United States,OHIO,Franklin,,,-83.006932,39.957045,NA,"Franklin County: Columbus. Voucher for Woolpert Consultants Benchmark survey site, job #51-16843-07; site B4.",,,NA,0
Rhamnus frangula,MU,From Currator,"McCormac, J.S.",,6,9,1990,United States,OHIO,Henry,,,-83.916624,41.420388,NA,"Occasional in rich organic soil of moist, open meadow, Much Farm, Maumee State Forest, W side of T2 ca. 1/2 mi. S of Co. Rd. V, Sect. 23, Washington Twp., Henry County, Ohio; Colton Quad.",,,NA,0
Rhamnus frangula,MU,From Currator,"Sulgrove, S.M.",,12,7,1990,United States,OHIO,Greene,,,-84.007334,39.61615,NA,"Travertine Fen. Waynesville Quad. W  edge of Spring Valley, along abandoned railroad track, N of SR 725.",,,NA,0
Rhamnus frangula,MU,From Currator,"Sulgrove, S.M.",,27,9,1990,United States,OHIO,Greene,,,-84.012403,39.606608,NA,"Greene County: Travertine Fen, Spring Valley, east side of bikeway, north of intersection of St. Rt. 725.",,,NA,0
Rhamnus frangula,MU,From Currator,"Vincent, M.A.",,29,7,1990,United States,OHIO,Miami,,,-84.025781,39.936022,NA,"USA. Ohio. Miami County: Bethal Twp. sect. 6. At Silver Lake, west of New Carlisle. Scattered in boggy area at end of lake. Several dozen plants.",,,NA,0
Rhamnus frangula,MU,From Currator,"Sulgrove, S.M.",,12,7,1990,United States,OHIO,Miami,,,-84.025823,39.936272,NA,"Miami County: New Carlisle Quad, Silver Lake. Northwest of New Carlisle, off Silver Lake Road.",,,NA,0
Rhamnus frangula,MU,From Currator,"McCormac, J.S.",,1,8,1991,United States,OHIO,Logan,,,-83.840476,40.3877,NA,"Scattered and uncommon in moist soil of Potentilla fruticosa dominated meadow, McCracken Fen, W side of T32 ca 1/4 mi. W of Jct. with T190, sect. 1, Liberty Twp., Logan County, Ohio.",,,NA,0
Rhamnus frangula,MU,From Currator,"McCormac, J.S.",,20,5,1993,United States,OHIO,Henry,,,-83.97057,41.361677,NA,"Common in moist sedge meadow, Much Farm, W side of T2 1/2 mi. S of Co. Rd. V, sect. 23.",,,,
,,,,,,,,,,,,,,,,,,,,
Washington Twp., Henry County," Ohio.""",,,NA,0,,,,,,,,,,,,,,
Rhamnus frangula,MU,From Currator,"Cusick, A.W.",,17,7,1995,United States,OHIO,Erie,,,-82.809003,41.40007,NA,"Uncommon; thickets about old limestone quarry, S, jct of St Rt 101 & Herr Rd, 1 1/2 mi SW of Castalia, Margaretta Twp, Erie County, Ohio; Castalia Quad.",,,NA,0
Rhamnus frangula,MU,From Currator,"Lammers, T.G.",,1,8,1997,United States,OHIO,Cuyahoga,,,-81.642547,41.280942,NA,"Ohio: Cuyahoga County: service plaza on eastbound Interstate 80 (Ohio Turnpike), just west of its jct with Interstate 77. Thicket along small stream on west side.",,,NA,0
Rhamnus frangula,MU,From Currator,"Vincent, M.A.",,29,8,1997,United States,OHIO,Butler,,,-84.732138,39.508777,NA,"Miami University campus, Oxford. Bishop Woods, east of Upham Hall. One plant seen. Weedy along central N/S trail through woods.",,,NA,0
Rhamnus frangula,MU,From Currator,"Hill, S.R.",,20,7,2000,United States,OHIO,Trumbull,,,-80.651679,41.099248,NA,"OHIO: Trumbull County Youngstown, N side of Rt. I-80, Belmont Avenue (OH Rt. 193) exit, along ramp adjoining Tally-ho-tel property. Disturbed wet sandy-gravelly fill soil in drainage, probably with re",,,NA,0
Rhamnus frangula,MU,From Currator,"Cusick, A.W.",,26,10,2000,United States,OHIO,Muskingum,,,-82.013869,39.956501,NA,"Scattered; slopes of disturbed ravine, Mill Run, jct of St Rt 666 & Co Rt 694, Zanesville, Muskingum County, Ohio; Zanesville East Quad.",,,NA,0
Rhamnus frangula,MU,From Currator,"Craig, C.",,15,9,2001,United States,OHIO,Cuyahoga,,,-81.724378,41.313519,NA,"North Royalton, Cuyahoga County, OH. In woods on property south of Woodridge Dr.",,,NA,0
Rhamnus frangula,MU,From Currator,"Sugawara, Z.T.",,2,10,2004,United States,OHIO,Hamilton,,,-82.48576,40.393719,NA,"Mt. Vernon, Hamilton County: Collected Scott Rd. Field - behind original horse pasture",,,NA,0
Rhamnus frangula,MU,From Currator,"Kennedy, A.H.",,1,10,2005,United States,OHIO,Summit,,,-81.477881,41.232553,NA,"Summit County., in powerline right-of-way through wetland about 1 mile east of SR8 on SR 303. Shrub about 2 m tall, black 2 seeded berries.",,,NA,0
Frangula alnus,MU,From Currator,"Kennedy, A.H.",,10,6,2006,United States,OHIO,Lake,,,-81.208051,41.770243,NA,"Lake County, on the corner of Bacon and Lake Roads in marshy area along powerline right-of-way. Two seeded berry; sepals green, white where free; petals white, clawed, cupping anthers; green nectar di",,,NA,0
Rhamnus frangula,MU,From Currator,"Vincent, M.A.",,28,7,2010,United States,OHIO,Medina,,,-81.792,41.135009,NA,"Weeds around abandoned restaurant, along Rt. 18 just off Interstate 71.",,,NA,0
Rhamnus frangula,paper,Howell and Blackwell 1977,Beardslee and Tyler,,NA,NA,1927,United States,OHIO,Lake,,,-81.141,41.76,1000,Georeferenced by MA-L based on record from Ohio State University,"Collection year based on Howell et al. 1977, p. 114 AND Record from Ohio State University",,NA,0
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Beardslee, H.C.",388944,20,9,1927,United States,OHIO,Lake,Perry Twp.,,-81.392643,41.924116,13694.86539,At Lane,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Beardslee, H.C.",388964,0,7,1927,United States,OHIO,Lake,,,-81.392643,41.924116,13694.86539,,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Ulmer, J.H.",388945,20,9,1932,United States,OHIO,Crawford,Bucyrus,,-82.924771,40.848508,18199.99835,,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Brown, D.M.",388942,13,7,1935,United States,OHIO,Stark,Canton Twp.,,-81.365667,40.814131,21777.60048,,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Brown, D.M.",388943,13,7,1935,United States,OHIO,Stark,Canton Twp.,,-81.365667,40.814131,21777.60048,,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Harwood, P.D.",388985,7,6,1953,United States,OHIO,Ashland,Ashland,,-82.270121,40.843274,18673.18313,,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Grover, F.O.",388960,16,8,1953,United States,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,South by East of Johnson House barn. Oberlin,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388984,6,10,1953,United States,OHIO,Geauga,Bainbridge Twp.,,-81.173505,41.499322,18163.2263,,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388986,15,10,1953,United States,OHIO,Ashtabula,Windsor,,-80.745641,41.906644,24055.87709,2 mi. N. of Windsor on Route 534,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388983,0,7,1953,United States,OHIO,Cuyahoga,,,-81.724217,41.760392,19414.34436,"Chagrin Reservation, Cleveland Metropolitan Park",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388995,0,7,1953,United States,OHIO,Medina,Weymouth,,-81.899566,41.116051,18638.00013,"Medina Twp., S. of Weymouth on Route 3 about 2 mi",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388989,1,7,1954,United States,OHIO,Carroll,,,-81.090787,40.579884,18036.71019,"On Route 164, 3 mi. E. of Route 332",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388990,2,7,1954,United States,OHIO,Columbiana,,,-80.777231,40.768462,20940.4595,"W. side Mahoning River, 1/2 mi. S. of Route 62",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388987,27,7,1954,United States,OHIO,Medina,,,-81.899566,41.116051,18638.00013,"On county road in Rocky river valley, 1/2 mi. S. of Route 162",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388988,8,8,1954,United States,OHIO,Portage,Twin Lakes,,-81.196932,41.16864,20045.10151,"On Route 43, 1/4 mi. N. of Twin Lakes",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388994,29,10,1954,United States,OHIO,Richland,Mansfield,,-82.542715,40.774167,20206.65052,"Route 42, 1 1/2 mi. SW of Mansfield",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388992,1,7,1955,United States,OHIO,Huron,New London,,-82.594641,41.14508,20129.519,"Route 60, 1/2 mi. S. of New London",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388991,13,9,1955,United States,OHIO,Mahoning,Canfield,,-80.770396,41.01088,18421.45023,"Route 46, 1/2 mi. S. of Canfield",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388996,5,7,1956,United States,OHIO,Wayne,Apple Creek,,-81.887194,40.829661,21389.09815,"Wooster Twp., Route 30, at Apple creek, 1/2 mi. E. Wooster (city dump)",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388997,1,9,1956,United States,OHIO,Wood,Washington Twp.,,-83.622682,41.360183,22557.37381,"Route 65, 0.9 mi. W. of Route 69",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388998,20,6,1958,United States,OHIO,Summit,Twinsburg,,-81.534936,41.121851,18446.60679,"SW side Route 14, 1 1/2 mi. SE of Twinsburg",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",388999,24,9,1958,United States,OHIO,Stark,Hartville,,-81.365667,40.814131,21777.60048,"Hartville Twp., East of Route 43, near Portage County line",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Amann, J.E.",388924,13,8,1960,United States,OHIO,Stark,Lake Twp.,,-81.365667,40.814131,21777.60048,NE 1/4 Sec. 19,,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Cusick, A.W.",389000,18,9,1961,United States,OHIO,Columbiana,Watercress Marsh,,-80.777231,40.768462,20940.4595,"Butler Twp., 1 mi. N. of New Garden",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Jones, G.T.",388961,23,5,1964,United States,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,"Oberlin, Russia Twp",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Herrick, E.M.",389001,11,9,1964,United States,OHIO,Cuyahoga,Tinkers Creek,,-81.724217,41.760392,19414.34436,"Bedford Twp., Along Tinkers Creek at Route 14 bridge in Bedford",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Jones, G.T.",388959,5,8,1965,United States,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,"322 West College St., Oberlin",,,NA,1
Rhamnus frangula,OS,http://128.146.250.9/bol/ 'Search=Rhamnus frangula and Frangula alnus',"Jones, G.T.",389002,5,8,1965,United States,OHIO,Lorain,Oberlin,,-82.179722,41.438805,20121.46146,"322 West College St., Oberlin",,,NA,1
